Index,date Creation,date Actualisation,Offres d'emploi,Missions,Compétences,Qualifications Pro,Types de contrat,Lieu de travail,Entreprise,Qualifications
21,2023-03-24T11:59:48.000Z,2023-03-24T11:59:48.000Z,Chef de projet e-santé H/F,"Amiltone - Amiltone (Référence : 2004026) / Vos missions ? 
  Intégré chez l'un de nos clients ou notre Factory, vous interviendrez en tant que chef de projet.
En tant que Chef de projet e-santé (H/F), vous assurez les missions suivantes, au sein d'une équipe déjà existante :
Prendre en charge la gestion des projets de déploiements de nos solutions chez les nouveaux clients 
Animer des ateliers, des formations avec les équipes et être force de proposition sur l'expérience patient connectée 
Coordonner les ressources techniques en interne et en externe 
Contribuer à la roadmap de nos produits en l'enrichissant des retours 
 Alors ? Prêt à devenir Amiltonien ? 
N'hésitez pas à postuler si vous vous reconnaissez :
  De formation supérieure BAC+5 (Master ou école d'ingénieur), vous justifiez d'au moins 3 ans d'expérience en gestion de projet.
Vous avez une connaissance du monde de la santé et de ses organisations sera un plus apprécié.
Vous savez faire preuve d'autonomie, de leadership, et d'ôté d'un bon relationnel client.
Vous êtes à l'aise en allemand, aussi bien à l'écrit qu'à l'oral : des déplacements en Allemagne , sont à prévoir. 
Outre vos compétences techniques, nous nous intéressons également à votre potentiel et votre motivation.
 Nos postes sont ouverts aux personnes en situation de handicap.", , ,CDI,"{'libelle': '13 - MARSEILLE 01', 'latitude': 43.296482, 'longitude': 5.36978, 'codePostal': '13001', 'commune': '13201'}","{'nom': 'Amiltone', 'description': ""Qui sommes-nous\xa0?\nNous sommes passionnés par les nouvelles technologies, et vous ?\xa0\nRejoindre Amiltone, c'est intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation digitale.\n\xa0\nPourquoi choisir Amiltone\u202f?\xa0\n\xa0Amiltone, plus qu'une entreprise, un état d'esprit\xa0!\nNotre objectif\xa0?\xa0Votre épanouissement professionnel\xa0..."", 'entrepriseAdaptee': False}", 
22,2023-05-02T12:12:19.000Z,2023-05-02T12:12:19.000Z,Chef de projets SI en santé (H/F),"Description du contexte :
Le service de santé des armées (SSA), centré sur l'opérationnel, est un partenaire privilégié des composantes métiers (Médecine des Forces, Hôpital, Ravitaillement Sanitaire, Formation, Recherche). En tant que chef de projet, vous êtes intégré au bureau Médecine des Forces, rattaché à la division SI Opérations de la DSIN-S et évolue sous la responsabilité du chef de bureau et intégrez une équipe de 8 personnes.
Vous intervenez dans toutes les étapes de la réalisation des projets informatique du périmètre qui vous est assigné. Vous êtes en relations avec tous les prestataires extérieurs et les responsables fonctionnels de votre périmètre métier. 
Missions principales :Intervenir sur toutes les étapes de la réalisation d'un projet informatique : depuis le recensement et l'analyse des besoins, jusqu'à la mise en exploitationEtre force de proposition apporter son expertise aux membres de l'équipe sur la partie technique (analyse des besoins, procédures techniques)Organiser et animer les réunions projetsPrendre en charge la mise en œuvre technique, calendaire et financière d'un projetVeiller à l'alignement des éléments techniques (applicatifs, infrastructure) avec les objectifs en matière de maîtrise des engagements de service (coûts, délais, qualité) et de satisfaction des utilisateursContribuer, en lien avec les équipes techniques, au maintien en condition opérationnelle (MCO) et au maintien en condition de sécurité (MCS)Assurer une veille sur les technologies relatives à son périmètre projet
Les missions se déclinent sur un périmètre large constitué de différents SI dédiés au suivi de la santé du personnel du Ministère.
Activités attachées au poste :Assurer le suivi du support technique des SIParticiper à la création/évolution d'interfaces (interconnexion et interopérabilité)Participer aux différents comités de suivi et de pilotageRédiger/valider les spécifications techniques des projetsAnalyser techniquement les offres des prestatairesMettre en place et faire remonter les indicateurs de suivi
Compétences attendues : Maitrise des méthodes de conduite de projet (cycle en V/ Agile)Maitrise des concepts généraux IT (Windows server, Linux, Réseaux TCP/IP, VLAN, SQL)Connaissances en APIConnaissances en SSI/RGPDAptitudes :Rigueur, excellente gestion des prioritésÊtre à l'écoute et capacité à communiquerAutonomie et polyvalenceAptitude et goût pour le travail en équipeAutres informations : Salaire selon profilJunior accepté", , ,CDI,"{'libelle': '94 - ST MANDE', 'latitude': 48.84, 'longitude': 2.417, 'codePostal': '94160', 'commune': '94067'}","{'nom': 'Civils de la Défense', 'entrepriseAdaptee': False}", 
23,2023-04-17T06:42:16.000Z,2023-04-17T06:42:16.000Z,Pharmacien / médecin Chef de projet (H/F),"Le Dispositif Spécifique Régional du Cancer NEON recrute un Médecin / Pharmacien(ne) en charge de la coordination de projets 
 EntrepriseLe premier objectif du Dispositif Spécifique Régionale du Cancer Grand Est est de développer du lien entre les acteurs de santé du territoire, en décloisonnant et en améliorant les pratiques de prise en charge des patients atteints de cancer. L'équipe travaille dans une logique interdisciplinaire visant à mobiliser et à fédérer les acteurs autour de projets communs au regard des missions qui lui sont confiées.
 Le DSRC Grand Est NEON a son siège social à Vandœuvre-lès-Nancy, un site sur Reims et un sur Strasbourg. L'équipe pluridisciplinaire est composée de 17 personnes.
 Descriptif du postePlacé(e) sous la responsabilité de la directrice médicale, le chef de projet s'inscrit dans les missions du DSRC suivantes : promouvoir la qualité et la sécurité des traitements des patients atteints de cancer, développer l'expertise et l'expérimentation de projets communs innovants et accompagner les évolutions de l'offre de soins en cancérologie.
 En lien avec l'équipe, il/elle pilote et met en œuvre principalement :
 * Le suivi de groupes de travail pluridisciplinaires chargés de la mise à jour des connaissances, des bonnes pratiques de soins et/ou de l'organisation de parcours, .
 * La gestion et le suivi d'outils de bonnes pratiques de soins en cancérologie (outil d'édition collaborative ONCOLOGIK, . )
 * La gestion et le suivi du référencement des essais cliniques en cancérologie (répertoire HECTOR)
 * Le suivi d'actions régionales en appui de la directrice médicale
 Compétences techniques, qualité, connaissances
 Cet emploi nécessite une rigueur organisationnelle, des qualités relationnelles et des aptitudes au management par projet. Une bonne maîtrise des outils informatiques et une aisance rédactionnelle sont indispensables.ie
 Diplôme requis :
 Le profil est ouvert aux médecins ou pharmaciens, spécialistes en santé publique ou formés à l'ingénierie organisationnelle ou à la qualité, et ayant un intérêt ou une expérience dans le domaine de la cancérologie, des organisations en santé.
 Expérience : Expérience de 5 ans minimum dans la santé et/ou en gestion de projets
 Lieu d'activité : Vandœuvre-lès-Nancy
 Contrat : CDI temps plein
 Secteur d'activité : association de droit privé
 Rémunération : en fonction du profil et de l'expérience
 Déplacements : occasionnels
 Candidature : Lettre de candidature et CV à adresser à
 Dr Carole AYAV Directrice médicale
 DSRC Grand Est NEON
 Date limite des candidatures : 23 avril 2023
 Type d'emploi : Temps plein, CDIStatut : Cadre
 Avantages :
 * Participation au transport
 Programmation :
 * Du lundi au vendredi
 * Travail en journée
 Types de primes et de gratifications :
 * Prime annuelle
 Lieu du poste : En présentiel
 Date limite de candidature : 26/04/2023Date de début prévue : 01/06/2023", , ,CDI,"{'libelle': '54 - VANDOEUVRE LES NANCY', 'latitude': 48.661501, 'longitude': 6.162621, 'codePostal': '54500', 'commune': '54547'}",{'entrepriseAdaptee': False}, 
24,2023-04-28T11:18:12.000Z,2023-04-28T11:18:12.000Z,"Chef de Projet Qualité - Processus Organisation industrielle F/H - Administration, gestion, organisation (H/F)","Descriptif du poste:

Pour INGECENTRE, groupe orléanais au service de l'industrie pharmaceutique et cosmétique, membre de POLEPHARMA et de COSMETIC VALLEY, dans l'objectif de structurer son organisation, la Direction recrute un Responsable Qualité Méthode en charge de l'optimisation des processus industriels.
En lien étroit avec le dirigeant, vous proposez et mettez en place des projets de transformation afin de rationaliser l'activité, améliorer la productivité, réduire le coût de la non-qualité, apporter de la méthode dans les actions et de proposer une reconnaissance qualité aux clients, grands-comptes de l'industrie pharmaceutique, cosmétique et biotechnologique.
Auprès de tous les services de l'entreprise, vous définissez et accompagnez la mise en place de nouvelles procédures et méthodes de travail tout en incluant les différentes contraintes réglementaires et techniques afin d'atteindre efficience et qualité de l'organisation industrielle au sein du Groupe :
-vous réalisez un état des lieux des pratiques et procédures de travail (audit organisationnel)
-vous définissez, formalisez et mettez en œuvre des nouvelles méthodes
-vous améliorez nos process de fonctionnement interne
-vous uniformisez les méthodes de travail
-vous mettez en place des indicateurs Qualité
-vous concevez des tableaux de bord de suivi des indicateurs
-vous déterminez des modes opératoires normés pour toutes nos actions : normalisation des documents internes, mise en place d'une double signature des documents émis .
-vous analysez les causes de la non-qualité et réduisez les coûts des non-conformités
-vous mettez en place un plan d'actions préventives
-vous veillez à la maîtrise de notre impact environnemental avec objectif zéro déchet non recyclé
-vous impliquez et déclinez auprès de tous les collaborateurs la démarche QHSE
-vous formez le personnel à l'utilisation des documents normés et à prévention des risques
-vous rédigez la documentation nécessaire au management QHSE
-vous êtes force de proposition dans le développement de la performance industrielle.

Profil recherché:

De formation supérieure en Qualité, vous possédez une 1ère expérience de qualiticien dans l'industrie.
Familier avec les normes qualité telles que ISO 9001 et 14001, vous avez participé, voire piloté et initié une démarche QHSE.
Nécessairement organisé, méthodique et rigoureux, vous êtes doté d'un esprit analytique et pragmatique.
Orienté amélioration continue, autonome et adaptable, vous savez faire preuve de persuasion et de pédagogie pour sensibiliser les équipes.", , ,CDI,"{'libelle': '45 - ORLEANS', 'latitude': 47.873361, 'longitude': 1.910372, 'codePostal': '45000', 'commune': '45234'}","{'nom': 'INGECENTRE', 'description': ""Né en 2009 avec le projet de répondre aux besoins des services techniques de l'industrie pharmaceutique et cosmétique, INGECENTRE Group, groupe Orléanais composé de 3 entités au service de\xa0l'industrie pharmaceutique, biotechnologique et cosmétique, accompagne l'ensemble des phases industrielles de projets d'investissements à forts enjeux technologiques et financiers, dans le respect des exigences règlementaires, pour l'industrie pharmaceutique, biotechnologique et cosmétique.\nA..."", 'entrepriseAdaptee': False}", 
25,2023-04-28T06:44:05.000Z,2023-04-28T06:44:05.000Z,Chef de Projet Affaires Réglementaires F/H (H/F),"QUELLES MISSIONS VOUS SERONT CONFIEES ?
 
Au sein de la Direction des Affaires Scientifiques & Médicales et rattaché.e au Responsable Affaires Réglementaires, vous aurez pour responsabilités de décliner la stratégie réglementaire en conformité avec les exigences réglementaires locales et internationales.
 
A ce titre, vos missions principales seront les suivantes :

 * Participer à l'élaboration de la stratégie réglementaire et exécuter les activités réglementaires globales de votre unité (enregistrement, cycle de vie) en relation avec les autres unités du département, les autres départements et filiales/représentants du groupe
 * Contribuer à la coordination de la préparation des dossiers d'AMM
 * Apporter une expertise réglementaire en interne (notamment concernant l'impact réglementaire des demandes de changement) et externe (partenaires/ autorités/inspections)
 * Coordonner la préparation des expertises nécessaires aux dossiers avec les experts internes ou externes
 * Préparer et coordonner les demandes réglementaires (variations CMC)
 * Consolider les réponses aux questions et engagements des autorités en coordination avec les métiers
 * Contribuer à la mise à jour régulière des bases de données réglementaires
 * Anticiper les nouvelles exigences réglementaires en intégrant les informations fournies par la veille réglementaire
 * Réaliser les activités en adéquation avec les valeurs de l'entreprise et en conformité avec les procédures, règlements et normes applicables
QUEL PROFIL POUR CETTE OPPORTUNITE ?  

 * Pharmacien ou formation scientifique de niveau Bac+5, avec diplôme de troisième cycle spécialisé en affaires réglementaires ou équivalent ou expérience sur missions réglementaires de 3 ans environ
 * Anglais professionnel
 * Maîtrise du Pack Office
 * Esprit d'équipe et de collaboration, capacité d'adaptation

QUELS AVANTAGES LIES A CE POSTE ?

 * CDD jusqu'à décembre 2023
 * Accord de télétravail : jusqu'à 2 jours par semaine dès 4 mois d'ancienneté
 * Possibilité de travailler depuis le site de La Défense (jusqu'à 2 jours par semaine)
 * Jours RTT
 * Participation aux frais de transport : prise en charge à 50% Pass Navigo ou forfait mensuel en fonction du lieu d'habitation
 * Navette quotidienne LFB : Les Ulis / Massy
 * Mutuelle, Prévoyance, PEG/PERE-CO avec abondement, Prime d'intéressement
 * CE, Restaurant d'entreprise, Salle de sport", , ,CDD,"{'libelle': '91 - LES ULIS', 'latitude': 48.679298, 'longitude': 2.1665, 'codePostal': '91940', 'commune': '91692'}","{'nom': 'LFB', 'description': ""Entreprise pharmaceutique française, le LFB produit 15 biomédicaments indispensables au traitement de patients atteints de maladies graves et souvent rares, prescrits essentielle- ment à l'hôpital. Notre savoir-faire repose sur le développement et la fabrication de médicaments dérivés du plasma et des protéines recombinantes.\nActeur engagé auprès des patients en France et à l'international, nous sommes une entreprise à taille humaine, forte de nos 2500 collaborateurs dans l..."", 'entrepriseAdaptee': False}", 
26,2023-04-16T16:33:32.000Z,2023-04-17T16:27:56.000Z,Chef de projet engineering F/H - Qualité (H/F),"Descriptif du poste:
Sous l'autorité du Responsable engineering, votre rôle et de réaliser et conduire les projets techniques du site. Vos missions seront les suivantes :

- Réaliser les avants projets : être force de proposition, orienter et déterminer les dimensionnements des équipements et le choix des solutions techniques
- Adapter la conception et le choix des moyens de production à installer via les échanges avec les fournisseurs d'équipements
- Élaborer le cahier des charges à partir des besoins définis par les donneurs d'ordres internes 
- Piloter les projets et être garant de leur bon déroulement 
- Coordonner les différents acteurs impliqués dans les projets : production, qualité, maintenance, fournisseurs... et assurer un reporting régulier
- Effectuer les tests préliminaires machines et vérifier la bonne installation des équipements 
- Assister le département qualité pour les phases de validation/qualification des équipements
- Être le support technique pour la formation des utilisateurs et opérateurs
- Procéder à une vieille technologique afin d'étudier et de proposer de nouvelles technologies

Profil recherché:
Profil :

- De formation ingénieur généraliste en industrie pharmaceutique ou agroalimentaire de préférence 
- Vous avez des compétences en gestion de travaux neufs et d'investissement 
- Vous avez des capacités en management transverse 
- Vous avez des compétence anglais 

Vous êtes réactif, rigoureux et curieux. Vous avez un bon esprit d'équipe, être communiquant, méthodique et dynamique. Vous avez gérer des projets, communiquer et gérer les priorités.

Ce poste est ouvert en CDI avec un package salariale très avantageux.", , ,CDI,"{'libelle': '60 - BEAUVAIS', 'latitude': 49.439897, 'longitude': 2.087073, 'codePostal': '60000', 'commune': '60057'}","{'nom': 'Talents Industrie', 'description': ""Nous accompagnons les entreprises et les candidats au travers de prestations de Recrutement et Intérim spécialisées sur les fonctions Techniques et Scientifiques liées à l'Industrie.\n\nTalents Industrie, la division spécialisée sur les métiers techniques en Industrie, accompagne de manière personnalisée ses clients et candidats. La réactivité, l'efficacité et la confidentialité sont des valeurs fortes sur lesquelles votre consultant s'engage afin d'atteindre vos objectifs prof..."", 'entrepriseAdaptee': False}", 
27,2023-04-05T12:00:33.000Z,2023-04-17T16:17:14.000Z,"CHEF DE PROJET EN DEVELOPPEMENT/VALIDATION ANALYTIQUE R&D  CDD 8 mois F/H - Test, essai, validation, expertise (H/F)","Descriptif du poste:

Eurofins Amatsi Analytics, filiale d'Eurofins BPT France, groupe pharmaceutique à dimension internationale en forte croissance (450 collaborateurs, 45 millions d'euros de chiffre d'affaires), spécialiste dans les activités de services dédiés au développement de produits pharmaceutiques humains et vétérinaires et les Dispositifs médicaux, recrute pour son site de Fontenilles.
Directement rattaché(e) au Responsable des Chefs de Projets study base et dans le cadre d'un remplacement congés maternité dans l'industrie pharmaceutique, vous serez chargé(e) de :
* Assurer le suivi de projets pour mener à bien le développement ou la validation de méthodes adaptées et fiables pour le compte de nos clients (matrices biologiques ou dispositifs médicaux, Matières Premières, Produits Finis). Votre connaissance de la réglementation en vigueur (GLP, GCP, cGMP, ICH,) vous permet de développer et/ou valider les méthodes analytiques en cohérence avec la stratégie réglementaire définie,
* Assurer le bon déroulement des analyses en coordonnant leur planification et leur contrôle, dans le respect des procédures et des consignes de sécurité. Vous supervisez le travail d'analyse des techniciens et validez les résultats,
* Interpréter les résultats d'analyses et assurer la fiabilité (vérification des données brutes),
* Rédiger la documentation liée aux études (protocole ou plan d'étude, rapports, méthode),
* Evaluer la performance des méthodes (pré-validation, robustesse, .),
* Communiquer les résultats aux clients,
* Optimiser les procédures/process internes et mener des plans d'action au sein du service,
* Travailler dans un environnement qualité BPL et BPF

Profil recherché:

Diplômé au minimum d'un Bac+5 en chimie analytique ou équivalent, avec une première expérience réussie dans un poste similaire et de bonnes connaissances théoriques et pratiques des méthodes physico-chimiques d'analyse (HPLC, HPLC- MS/MS, techniques d'extraction, GC, ICP etc) et du cycle de vie des méthodes / médicaments.
Excellent communicant, sens du service client, force de proposition, vous aimez le travail en équipe et avez un excellent relationnel. Vous êtes autonome avec un esprit d'initiative, curieux et une bonne capacité d'adaptation aux constantes évolutions technologiques et réglementaires dans les domaines analytiques et cGxP.
Un bon niveau en Anglais est requis (clients à l'international, écrit, oral).
La connaissance des logiciels Masslynx, Analyst, Masshunter serait un plus.
Vous souhaitez valoriser vos compétences dans une société dynamique offrant de réelles perspectives de carrière, alors rejoignez-nous !", , ,CDD,"{'libelle': '31 - FONTENILLES', 'latitude': 43.550962, 'longitude': 1.20299, 'codePostal': '31470', 'commune': '31188'}","{'nom': 'EUROFINS BPT', 'description': ""Avec plus de 61 000 collaborateurs dans 61 pays, Eurofins fournit des prestations d'analyses aux industries pharmaceutiques, alimentaires et dans le domaine de l'environnement.\nA la pointe des derniers développements en biotechnologies, en très forte croissance et leader dans son domaine d'activité, Eurofins est une société dynamique et ambitieuse avec la vision de devenir le leader mondial du marché de la bio-analyse.\nRejoindre Eurofins, c'est démarrer une expérience riche en ch..."", 'entrepriseAdaptee': False}", 
28,2023-04-04T09:03:36.000Z,2023-04-17T16:23:36.000Z,CHEF DE PROJET EN CONTRÔLE QUALITE / STABILITE F/H - Qualité (H/F),"Descriptif du poste:

Sous la responsabilité du groupe leader, dans le cadre d un remplacement congés maternité, dans le contexte de l industrie pharmaceutique, vous effectuerez les missions suivantes :
* Assurer le suivi de dossiers analytiques pour mener à bien les analyses physico-chimiques des matières premières, produits semi-finis et finis et articles de conditionnement pour le compte de nos clients. Votre connaissance de la réglementation en vigueur (cGMP, ICH, USP, Ph. Eur.) vous permet de piloter le suivi de stabilité et les contrôles des analyses CQ en cohérence avec la réglementation BPF.
* Assurer le suivi des études de vérification conformément aux textes ICH Q2 et ph. Eur. 5.26 et  USP 1226 pour le compte de nos clients.
* Assurer le suivi des études de stabilité des produits finis ou matières premières qui vous sont confiés.
* Assurer le bon déroulement des analyses en coordonnant leur planification et leur suivi, dans le respect des procédures et des consignes de sécurité. Vous supervisez le travail d analyse des techniciens et validez les résultats dans le LIMS.
* Rédiger la documentation analytique (méthode d analyse, protocole/rapport )
* Interpréter les résultats d'analyses et assurer la fiabilité (vérification des données brutes)
* Communiquer avec les clients (résultats, état d avancement )
* Participer à l optimisation des procédures/proces
* Travailler dans un environnement qualité BPF

Profil recherché:

Diplômé au minimum d'un Bac+5 en chimie analytique ou équivalent, idéalement avec une expérience à un poste similaire et de très bonnes connaissances théoriques et pratiques des méthodes physico-chimiques d'analyse (HPLC, CPG, dissolution, etc) et du cycle de vie des méthodes / médicament.
Excellent communicant, sens du service client, force de proposition, vous aimez le travail en équipe et avez un excellent relationnel. Vous êtes autonome avec un esprit d'initiative, rigoureux, organisé et une bonne capacité d'adaptation aux constantes évolutions des demandes client. Vous pratiquez l'anglais aussi bien à l'oral qu'à l'écrit.
Vous souhaitez valoriser vos compétences dans une société dynamique offrant de réelles perspectives de carrière, alors rejoignez-nous !", , ,CDD,"{'libelle': '31 - FONTENILLES', 'latitude': 43.550962, 'longitude': 1.20299, 'codePostal': '31470', 'commune': '31188'}","{'nom': 'EUROFINS BPT', 'description': ""Avec plus de 61 000 collaborateurs dans 61 pays, Eurofins fournit des prestations d'analyses aux industries pharmaceutiques, alimentaires et dans le domaine de l'environnement.\nA la pointe des derniers développements en biotechnologies, en très forte croissance et leader dans son domaine d'activité, Eurofins est une société dynamique et ambitieuse avec la vision de devenir le leader mondial du marché de la bio-analyse.\nRejoindre Eurofins, c'est démarrer une expérience riche en ch..."", 'entrepriseAdaptee': False}", 
29,2023-04-19T05:41:08.000Z,2023-04-19T05:41:08.000Z,Formateur santé-sécurité au travail  () - temps partiel ou temps plein H/F,"jeune entreprise dynamique en pleine croissance, est spécialisée dans le développement de la culture santé-sécurité pour les entreprises en particulier dans l'industrie (diagnostic, conseil et formation).
Dans le cadre de notre développement, nous créons un poste de formateur/rice en santé-sécurité au travail. Nous recherchons avant tout des talents dans l'animation de formation, pour déclencher des électrochocs chez nos clients.
 
 
Au sein d'une équipe de  personnes, vous animerez des formations sur la sécurité comportementale et la santé au travail.
Pour ce poste, nous attendons une personne de terrain, expérimentée en animation de formation et ayant un grand sens de la pédagogie. Vous cumulez des expériences de type animatrice(eur) santé-sécurité en entreprise, sapeur-pompier, formatrice(eur) en formation réglementaire (  incendie.), ce poste est une réelle opportunité pour votre carrière. Vous suivrez un parcours de formation interne, au «   » pour monter en compétences sur nos programmes de formation.
 
Vous savez écouter, vous aimez transmettre, vous êtes pragmatique, dynamique et autonome, vous êtes à l'aise avec tous les niveaux hiérarchiques d'une organisation, vous avez envie de grandir dans une entreprise en pleine évolution, pleine d'idées et de dynamisme (réunion d'équipe mensuelle, 3 séminaires par an, Groupes de Travail Projets.), alors adressez-nous votre lettre de motivation avec  ainsi que vos prétentions salariales.
 
Parler idéalement Allemand et/ou Espagnol et/ou Anglais serait un plus.
 
Des déplacements réguliers sont à prévoir sur toute la France (et à l'Etranger si vous êtes multilingues).
 
Véhicule de fonction - Frais de déplacements pris en charge en totalité - Mutuelle et prévoyance - Convention collective  - prise en compte des heures de récupération. Intéressement avec possibilité d'intégration dans un  Primes vacances. Primes sur objectifs.
 
Poste à pourvoir  -", , ,CDI,"{'libelle': '75 - PARIS 04', 'latitude': 48.854042, 'longitude': 2.356841, 'codePostal': '75004', 'commune': '75104'}",{'entrepriseAdaptee': False}, 
30,2023-04-19T05:36:57.000Z,2023-04-19T05:36:57.000Z,Consultant formateur en culture santé et sécurité (temps plein ou partiel) H/F,"Notre société est spécialisée dans le diagnostic, le conseil, l'accompagnement et la formation pour renforcer la Culture santé-sécurité dans les entreprises.
 
Dans le cadre de notre développement au niveau National, nous recherchons un/e consultant(e) formateur/rice santé-sécurité ().
Au sein d'une équipe de  personnes, vous réaliserez des diagnostics culture santé-sécurité et suivrez l'accompagnement des projets de nos clients. Vous concevrez, adapterez et animerez des formations en management de la santé et de la sécurité. Vous bénéficierez d'une période d'intégration et de formation au « Style  » pour assurer vos missions.
 
Pour ce poste, nous attendons une personne de terrain, de formation supérieure minimum, ayant exercé des fonctions de coordination ou d'animation en santé-sécurité pendant au moins  ans sur des sites industriels et ayant animé régulièrement des formations devant des publics différents. Une expérience en production industrielle et/ou en management serait appréciée.
Vous bénéficierez d'un statut cadre, le contrat de travail est régi par la   un véhicule de fonction est fourni. Des déplacements nationaux fréquents sont à prévoir. Possibilité de temps partiel. Le poste est à pourvoir pour 
Vous êtes très à l'aise dans l'animation avec les différents niveaux hiérarchiques d'une organisation, vous aimez transmettre, vous êtes pragmatique, dynamique et autonome, vous avez envie de grandir dans une  en pleine évolution, alors adressez-nous votre lettre de motivation, votre  et vos prétentions salariales. Parler Anglais et/ou Allemand et/ou Espagnol serait un plus.", , ,CDI,"{'libelle': '86 - POITIERS', 'latitude': 46.586616, 'longitude': 0.356849, 'codePostal': '86000', 'commune': '86194'}",{'entrepriseAdaptee': False}, 
31,2023-04-19T05:36:57.000Z,2023-04-19T05:36:57.000Z,Consultant formateur en culture santé et sécurité (temps plein ou partiel) H/F,"Notre société est spécialisée dans le diagnostic, le conseil, l'accompagnement et la formation pour renforcer la Culture santé-sécurité dans les entreprises.
 
Dans le cadre de notre développement au niveau National, nous recherchons un/e consultant(e) formateur/rice santé-sécurité ().
Au sein d'une équipe de  personnes, vous réaliserez des diagnostics culture santé-sécurité et suivrez l'accompagnement des projets de nos clients. Vous concevrez, adapterez et animerez des formations en management de la santé et de la sécurité. Vous bénéficierez d'une période d'intégration et de formation au « Style  » pour assurer vos missions.
 
Pour ce poste, nous attendons une personne de terrain, de formation supérieure minimum, ayant exercé des fonctions de coordination ou d'animation en santé-sécurité pendant au moins  ans sur des sites industriels et ayant animé régulièrement des formations devant des publics différents. Une expérience en production industrielle et/ou en management serait appréciée.
Vous bénéficierez d'un statut cadre, le contrat de travail est régi par la   un véhicule de fonction est fourni. Des déplacements nationaux fréquents sont à prévoir. Possibilité de temps partiel. Le poste est à pourvoir pour 
Vous êtes très à l'aise dans l'animation avec les différents niveaux hiérarchiques d'une organisation, vous aimez transmettre, vous êtes pragmatique, dynamique et autonome, vous avez envie de grandir dans une  en pleine évolution, alors adressez-nous votre lettre de motivation, votre  et vos prétentions salariales. Parler Anglais et/ou Allemand et/ou Espagnol serait un plus.", , ,CDI,"{'libelle': '17 - BUSSAC SUR CHARENTE', 'latitude': 45.792401, 'longitude': -0.618102, 'codePostal': '17100', 'commune': '17073'}",{'entrepriseAdaptee': False}, 
32,2023-04-19T05:36:56.000Z,2023-04-19T05:36:56.000Z,Consultant formateur en culture santé et sécurité (temps plein ou partiel) H/F,"Notre société est spécialisée dans le diagnostic, le conseil, l'accompagnement et la formation pour renforcer la Culture santé-sécurité dans les entreprises.
 
Dans le cadre de notre développement au niveau National, nous recherchons un/e consultant(e) formateur/rice santé-sécurité ().
Au sein d'une équipe de  personnes, vous réaliserez des diagnostics culture santé-sécurité et suivrez l'accompagnement des projets de nos clients. Vous concevrez, adapterez et animerez des formations en management de la santé et de la sécurité. Vous bénéficierez d'une période d'intégration et de formation au « Style  » pour assurer vos missions.
 
Pour ce poste, nous attendons une personne de terrain, de formation supérieure minimum, ayant exercé des fonctions de coordination ou d'animation en santé-sécurité pendant au moins  ans sur des sites industriels et ayant animé régulièrement des formations devant des publics différents. Une expérience en production industrielle et/ou en management serait appréciée.
Vous bénéficierez d'un statut cadre, le contrat de travail est régi par la   un véhicule de fonction est fourni. Des déplacements nationaux fréquents sont à prévoir. Possibilité de temps partiel. Le poste est à pourvoir pour 
Vous êtes très à l'aise dans l'animation avec les différents niveaux hiérarchiques d'une organisation, vous aimez transmettre, vous êtes pragmatique, dynamique et autonome, vous avez envie de grandir dans une  en pleine évolution, alors adressez-nous votre lettre de motivation, votre  et vos prétentions salariales. Parler Anglais et/ou Allemand et/ou Espagnol serait un plus.", , ,CDI,{'libelle': '49 - Maine et Loire'},{'entrepriseAdaptee': False}, 
33,2023-04-19T05:36:56.000Z,2023-04-19T05:36:56.000Z,Consultant formateur en culture santé et sécurité (temps plein ou partiel) H/F,"Notre société est spécialisée dans le diagnostic, le conseil, l'accompagnement et la formation pour renforcer la Culture santé-sécurité dans les entreprises.
 
Dans le cadre de notre développement au niveau National, nous recherchons un/e consultant(e) formateur/rice santé-sécurité ().
Au sein d'une équipe de  personnes, vous réaliserez des diagnostics culture santé-sécurité et suivrez l'accompagnement des projets de nos clients. Vous concevrez, adapterez et animerez des formations en management de la santé et de la sécurité. Vous bénéficierez d'une période d'intégration et de formation au « Style  » pour assurer vos missions.
 
Pour ce poste, nous attendons une personne de terrain, de formation supérieure minimum, ayant exercé des fonctions de coordination ou d'animation en santé-sécurité pendant au moins  ans sur des sites industriels et ayant animé régulièrement des formations devant des publics différents. Une expérience en production industrielle et/ou en management serait appréciée.
Vous bénéficierez d'un statut cadre, le contrat de travail est régi par la   un véhicule de fonction est fourni. Des déplacements nationaux fréquents sont à prévoir. Possibilité de temps partiel. Le poste est à pourvoir pour 
Vous êtes très à l'aise dans l'animation avec les différents niveaux hiérarchiques d'une organisation, vous aimez transmettre, vous êtes pragmatique, dynamique et autonome, vous avez envie de grandir dans une  en pleine évolution, alors adressez-nous votre lettre de motivation, votre  et vos prétentions salariales. Parler Anglais et/ou Allemand et/ou Espagnol serait un plus.", , ,CDI,"{'libelle': '33 - BORDEAUX', 'latitude': 44.851895, 'longitude': -0.587877, 'codePostal': '33000', 'commune': '33063'}",{'entrepriseAdaptee': False}, 
