Index,date Creation,date Actualisation,Offres d'emploi,Missions,Types de contrat,Lieu de travail,Entreprise,Qualifications
80,2023-04-27T18:00:04.000Z,2023-05-02T09:25:01.000Z,Automaticien (H/F),"Le client

Le cabinet de recrutement Manpower Champagne-Ardenne est fier d'avoir été choisi par l'un de ses partenaires pour la recherche de son futur talent !
 
Nous recherchons un Automaticien (H/F) !

Les missions

En lien direct avec le Directeur du site et le Responsable Automatismes, après une formation interne aux process de l'entreprise, vous travaillez à la fois en atelier sur le montage de machines spéciales et directement chez le client pour leur mise en service. Une fois autonome, vous êtes amené(e) à vous déplacer à l'international (Europe et Amérique du Nord en majorité) dans le cadre de vos missions.
 
A ce titre :

-  Rédaction des analyses fonctionnelles, analyses de risques
- Etudes et choix des composants
- Réalisation des programmes
- Rédaction des dossiers techniques
- Mise en service, mise au point, installation sur site
- Dépannage, hotline

Le profil

Le poste est accessible aux candidats issus d'un BTS MAI, d'une Licence MECATRONIQUE ou tout autre cursus s'en rapprochant, ayant déjà une expérience dans un poste similaire (alternance incluse).

Domaines de compétence :

- Programmation d'automate (Ladder/ST). Utilisation des automates SIEMENS et TIA Portal
- Programmation de contrôleur d'axes (servomoteurs)
- Programmation d'IHM et/ou supervision
- Gestion de projet
 
Doté(e) d'un bon relationnel avec les clients, le profil recherché s'investira avec rigueur et dynamisme dans ses tâches tout en faisant preuve d'initiatives et en mettant à profit son sens des responsabilités.

La pratique de l'anglais est indispensable, celle de l'allemand ou de l'espagnol serait un plus.

Dans le cadre de sa politique diversité, Manpower étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap.",CDI,"{'libelle': '10 - TRAINEL', 'latitude': 48.411939, 'longitude': 3.445581, 'codePostal': '10400', 'commune': '10382'}","{'nom': 'MANPOWER FRANCE', 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/0a16629228924730adde7f9a8648d8e1.png', 'url': 'https://recrutement.manpower.fr', 'entrepriseAdaptee': False}",Agent de maîtrise
81,2023-04-27T17:52:55.000Z,2023-04-28T09:01:47.000Z,Automaticien (H/F),"Si vous êtes Automaticien H/F et que vous cherchez un CDI sur Chassieu (69), cette annonce peut vous plaire !
Le cabinet de recrutement ALMA a un poste à vous proposer avec pour missions principales :

- Concevoir les systèmes automatisés pour les machines industrielles, mettre en service et assurer la maintenance des systèmes automatisés:
- Rédaction d'un cahier des charges
- Développement, programmation, mise en réseau, intégration
- Réalisation et saisie du programme sur la machine spéciale puis relevés de mesure
- Installation, entretien et maintenance
- Rédaction du descriptif technique pour les futurs utilisateurs

Vous vous adaptez aux différents logiciels d'automation et aux différents contextes de clientèle?
Que vous soyez junior ou expert...

Si notre poste vous intéresse, votre profil nous intéresse.
Envoyez-nous votre CV et laissez nous vous accompagner.

Prêts à faire partie de l'aventure ALMA ?",CDI,"{'libelle': '69 - CHASSIEU', 'latitude': 45.73584, 'longitude': 4.958712, 'codePostal': '69680', 'commune': '69271'}","{'nom': 'ALMA', 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/mQpoB3wySpNHJeIPrhxquDhJSyBrr2rI.png', 'entrepriseAdaptee': False}",Technicien
82,2023-04-27T15:53:53.000Z,2023-04-29T03:24:59.000Z,Automaticien (H/F),"L'agence CRIT de Béthune recrute un Automaticien H/F 
Au sein d'une industrie automobile, vous assurez la maintenance préventive et corrective des installations.

Diplôme : BAC +2 en Maintenance / Électrotechnique 
Connaissances des Automates SIEMENS et en commande numérique.

Expérience de 1 an minimum sur un poste similaire
 Diplôme : BAC +2 en Maintenance / Électrotechnique 
Connaissances des Automates SIEMENS et en commande numérique.",MIS,"{'libelle': '62 - BETHUNE', 'latitude': 50.528207, 'longitude': 2.646031, 'codePostal': '62400', 'commune': '62119'}","{'nom': 'CRIT INTERIM', 'entrepriseAdaptee': False}",Technicien
83,2023-04-27T15:24:33.000Z,2023-05-02T11:50:22.000Z,AUTOMATICIEN(NE) NIVEAU 2 (H/F),"Dans le cadre de ce poste, vous serez amené(e) à réaliser des missions différentes comme proposer et concevoir l'architecture matériel, logiciel et réseau, de la rédaction de cahier des charges / d'analyse fonctionnelle, des études (schémas électriques, programmes automates, supervision, bases de données, IHM), de l'audit de parc, des dépannages, de la mise en oeuvre de communications, élaborer de la documentation technique pertinente, exécuter des tests, simulations et intégrations de systèmes, mises en service et enfin des astreintes. De plus, des déplacements dans toute la France peuvent survenir.  Avoir une première expérience d'études en automatismes/supervisions, de mise en service sur sites industriels ainsi qu'une expérience de 2 ans minimum en variation de vitesse sont souhaitées. En outre, être titulaire du permis B peut être considéré comme une plus-value. Enfin, si vous êtes autonome, rigoureux(se), disponible, réactif(ve), et que vous respectez les consignes alors votre candidature nous intéresse fortement.",CDI,"{'libelle': '59 - SECLIN', 'latitude': 50.54831, 'longitude': 3.034681, 'codePostal': '59113', 'commune': '59560'}","{'nom': 'CRIT', 'entrepriseAdaptee': False}",Employé qualifié
84,2023-04-27T15:15:40.000Z,2023-04-29T03:24:59.000Z,Automaticien (H/F),"L'agence Crit de Béthune recherche pour l'un de ses clients un(e) Automaticien(ne) H/F sur le secteur de Merville.
Au sein du service maintenance, vous serez intégré(e) à l'équipe Electrique/Automatisme qui compte 4 personnes, dont le Responsable Automatisme et électricité auquel vous serez rattaché(e).

En tant qu'Automaticien H/F, vos missions seront les suivantes :

-	Détecter et analyser tout dysfonctionnement, et y apporter les actions correctives immédiates, changer ou réparer les pièces, organes défectueux (automate, carte électronique...) ;
-	Procéder aux essais en conditions réelles d'utilisation et réglages ;
-	Effectuer la mise en conformité de fonctionnement (état de référence, sécurité, environnement) ;
-	Effectuer l'entretien préventif (nettoyage, contrôle visuel, ajustement...) des équipements ;
-	Participer à l'élaboration des nouveaux projets automatisme, et être force de proposition sur les choix techniques réalisables ;
-	Former les équipes de la maintenance et/ou les utilisateurs sur les automates ;
-	Créer les procédures et instructions ;
-	Participer au groupe de travail sur la supervision (industrie 4.0) ;
-	Contrôler l'état de fonctionnement des matériels et des données d'instrumentation ;
-	Renseigner les supports et suivis d'intervention, et transmettre l'information aux services concernés ;
-	Effectuer un rapport à votre hiérarchie suite aux demandes d'intervention ;
-	Participer à la gestion des stocks et à l'obsolescence des pièces de rechange ;
-	Accueillir et suivre les sous-traitants. Titulaire d'une formation de niveau minimum Bac+2 en automatisme, vous disposez d'une première expérience significative dans le domaine de l'automatisme Siemens.
Vous êtes notamment reconnu(e) pour vos compétences sur les logiciels de programmation Siemens (STEP7, TIA portal) que vous savez utiliser en autonomie, pour vos connaissances sur les réseaux profibus et profinet, en variation de vitesse, et pour vos compétences en électricité.
Vous savez lire des programmes Siemens, des plans et des schémas électriques, et utiliser les instruments de mesure.
Personne de terrain, vous savez réaliser la maintenance préventive, identifier une panne et apporter les mesures correctives nécessaires, et vous êtes attentif(ve) aux règles de sécurité pour vous comme pour les autres.
A l'aise avec les outils bureautiques, vous maîtrisez l'utilisation du pack office et d'un logiciel de GMAO.
Alliées à ces compétences, vos capacités d'analyse et votre bonne communication seront de vrais atouts pour réussir votre mission.
Et au-delà de vos compétences, c'est votre personnalité qui fera la différence ! Notre collègue idéal(e) en quelques mots   Rigoureux(se), curieux(se), pragmatique, méthodique, autonome, disponible, exemplaire, ponctuel(le), force de proposition, et avec un fort esprit d'équipe.",CDI,"{'libelle': '62 - BETHUNE', 'latitude': 50.528207, 'longitude': 2.646031, 'codePostal': '62400', 'commune': '62119'}","{'nom': 'CRIT INTERIM', 'entrepriseAdaptee': False}","Ouvrier qualifié (P1,P2)"
85,2023-04-27T14:18:57.000Z,2023-04-29T03:24:59.000Z,Automaticien  F/H (H/F),"SYNERGIE QUIMPER recherche pour le compte de son client, entreprise spécialisée dans l'automatisme et la robotique située sur Quimper, un(e) automaticien(ne)Au sein du BE automatisme, vous conduisez et pilotez les projets d'automatisme de A à Z, en lien avec le Bureau d'Etudes mécanique.

Vous prenez en charge les missions suivantes :
- affiner les choix techniques et rédiger les cahiers des charges pour la sous-traitance,
- commander les matériels à intégrer,
- programmer les automates et mettre en oeuvre les servomoteurs
faire le lien avec le service fabrication,
- gérer la sous-traitance notamment pour le câblage électrique
- intégrer et tester les équipements en atelier (robots, automatismes, programmation),
- piloter la mise en service chez les clients, en France ou à l'Etranger, en binôme avec un mécanicien.

 De formation Bac+2 en informatique industrielle, automatisme ou robotique, vous avez des bases en automatisme, et êtes motivé à l'idée de prendre en charge progressivement des projets de A à Z.
A l'aise sur le plan relationnel, doté d'un niveau d'anglais opérationnel, vous aimez le travail d'équipe.
Passionné par votre métier, curieux, prêt à apprendre et à vous investir dans votre formation, vous apprécierez la qualité du climat de travail au sein de cette entreprise à taille humaine, innovante et en développement.

Vous possédez impérativement le permis B. Vous intervenez sur des chantiers en déplacements en France et à l'étranger.",CDI,"{'libelle': '29 - QUIMPER', 'latitude': 47.998749, 'longitude': -4.093145, 'codePostal': '29000', 'commune': '29232'}","{'nom': 'SYNERGIE', 'entrepriseAdaptee': False}",Agent de maîtrise
86,2023-04-26T17:18:38.000Z,2023-04-28T02:53:59.000Z,Automaticien / Automaticienne (H/F),"Votre rôle sera de participer et d'assister les automaticiens sur l'étude et le développement d'une partie de projet en respectant les exigences de qualité, et délais requis. L'ensemble de ses tâches seront réalisées sous le contrôle de l'automaticien. Vous participerez à l'étude et à la conception des systèmes de contrôle/commande d'un process.

Vous serez amené(e) à participer aux activités suivantes : 

Développement automatisme (toutes plateformes : SCHNEIDER, SIEMENS, ROCKWELL/ALLEN BRADLEY  )
Développement IHM et supervision (SCADA) (toutes plateformes : SCHNEIDER, SIEMENS (WINCC), ROCKWELL/ALLEN BRADLEY, WONDERWARE (InTouch, WSP), Panorama (CODRA) )
Informatique industrielle
Analyse fonctionnelle
Rédaction et/ou mise à jour d'analyse fonctionnelle
Conception des programmes automates
Conception des programmes de supervision
Tests internes
Test fil à fil atelier
Tests FAT
Test fil à fil chantier
Test fonctionnel
Test avec produit final
Tests SAT
Interventions après mise en service
Rédiger des CR d'activité oraux ou écrits périodiques.",CDI,"{'libelle': '50 - ST LO', 'latitude': 49.111371, 'longitude': -1.08196, 'codePostal': '50000', 'commune': '50502'}","{'nom': 'PROAVENIR RECRUTEMENT', 'description': ""Vous souhaitez trouver un emploi, changer ou évoluer professionnellement, PROAVENIR Recrutement, agence d'emploi vous propose tous types de contrats.\n\nVotre avenir est entre nos mains"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/ubEz52O9Z3aLOGGzWJlJP7cShdCK1juW.png', 'url': 'https://www.proavenir-recrutement.fr/', 'entrepriseAdaptee': False}",Technicien
87,2023-04-26T17:10:56.000Z,2023-04-28T02:53:59.000Z,Automaticien / Automaticienne (H/F),"Votre rôle sera de participer et d'assister les automaticiens sur l'étude et le développement d'une partie de projet en respectant les exigences de qualité, et délais requis. L'ensemble de ses tâches seront réalisées sous le contrôle de l'automaticien. Vous participerez à l'étude et à la conception des systèmes de contrôle/commande d'un process

Vous serez amené(e) à participer aux activités suivantes : 

Développement automatisme (toutes plateformes : SCHNEIDER, SIEMENS, ROCKWELL/ALLEN BRADLEY  )
Développement IHM et supervision (SCADA) (toutes plateformes : SCHNEIDER, SIEMENS (WINCC), ROCKWELL/ALLEN BRADLEY, WONDERWARE (InTouch, WSP), Panorama (CODRA) )
Informatique industrielle
Analyse fonctionnelle
Rédaction et/ou mise à jour d'analyse fonctionnelle
Conception des programmes automates
Conception des programmes de supervision
Tests internes
Test fil à fil atelier
Tests FAT
Test fil à fil chantier
Test fonctionnel
Test avec produit final
Tests SAT
Interventions après mise en service
Rédiger des CR d'activité oraux ou écrits périodiques",CDI,"{'libelle': '69 - VENISSIEUX', 'latitude': 45.707095, 'longitude': 4.881379, 'codePostal': '69200', 'commune': '69259'}","{'nom': 'PROAVENIR RECRUTEMENT', 'description': ""Vous souhaitez trouver un emploi, changer ou évoluer professionnellement, PROAVENIR Recrutement, agence d'emploi vous propose tous types de contrats.\n\nVotre avenir est entre nos mains"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/ubEz52O9Z3aLOGGzWJlJP7cShdCK1juW.png', 'url': 'https://www.proavenir-recrutement.fr/', 'entrepriseAdaptee': False}",Technicien
88,2023-04-26T16:12:15.000Z,2023-05-03T00:33:31.000Z,Automaticien(ne) GTB (h/f),"Iziwork est une agence de recrutement digital qui sélectionne les meilleures missions et offres d'emploi pour les centaines de milliers d'intérimaires et candidats qu'elle a déjà séduits. Postulez en quelques minutes, gérez votre contrat en un clin d'oeil depuis notre app et bénéficiez du suivi personnalisé de votre recruteur au quotidien.


À propos de la mission

A ce titre,, nous recherchons pour l'un de nos client basé sur Colmar, un Automaticien(ne) GTBn pour un poste à pourvoir en CDI. 

Vos missions :
  Vous aurez en charge la réalisation des études techniques et des analyses fonctionnelles.
  Vous serez amené à réaliser des programmes d'automates et leur mise en service sur site.
  Vous mettrez en ?uvre des outils de supervision GTB
  Vous assurerez des dépannages et de l'assistance à l'exploitation
  Vous serez en charge du suivi de vos différents projets en relation avec votre responsable


Rémunération & Avantages

Rémunération : 2 000 ? - 3 000 ? par mois


Profil recherché


  Vous êtes issu(e) d'une formation Bac+2/3/5 en automatisme, régulation, bâtiments
connectés (type DUT GEII FED CIRA etc.) et vous avez idéalement une première expérience
terrain dans le domaine de la GTB et de l'intégration de matériel d'automatisation du bâtiment.
  Des compétences sur la programmation des automates Distech Controls serait un plus
  Vous aimez le terrain
  Rigueur, réactivité et sens du relationnel sont des qualités attendues à ce poste.

- Expérience : Entre 24 mois et 5 ans


Certificats requis

- Permis B",CDI,"{'libelle': '68 - COLMAR', 'latitude': 48.081502, 'longitude': 7.352569, 'codePostal': '68000', 'commune': '68066'}","{'nom': 'IZIWORK', 'entrepriseAdaptee': False}",Employé non qualifié
89,2023-04-26T15:31:05.000Z,2023-04-28T02:53:59.000Z,Automaticien de machines d'emballages (h/f) (H/F),"Vous serez chargé(e) du développement, de la mise au point de nouvelles machines et procédés automatisé d'emballage dans le domaine de l'agro-alimentaire, études et montage, programmation d'automates, d'IHM et de servomoteurs, câblages, tests,...

Vous serez amené (e) à vous déplacer en France et à l'étranger pour l'installation des machines chez les clients.
Vous vous déplacez quelque jours dans le mois.

L'anglais est utilisé.",CDI,"{'libelle': '07 - ARCENS', 'latitude': 44.897993, 'longitude': 4.322327, 'codePostal': '07310', 'commune': '07012'}","{'nom': 'CYPACK', 'description': ""Fabricant de machines d'application de rubans adhésifs."", 'url': 'http://www.cypack-packaging.com', 'entrepriseAdaptee': False}",Technicien
90,2023-04-26T11:17:40.000Z,2023-04-28T02:53:59.000Z,Automaticien / Automaticienne d'études et conception     (H/F),"Le client
 Manpower LUCON recherche pour son client, un automaticien expérimenté (H/F) pour un poste en CDI sur le secteur de Luçon.

  Les missions
 Les missions principales sur ce poste sont les suivantes : 
participation à l'analyse de la demande et la production de l'avant-projet
développement de programmes sur automates, gestion d'axes, IHM, vision et autre....
mise au point d'automatismes en atelier puis en extérieur, en assurant une formation et une maintenance sur le produit 

  Le profil
 Vous êtes de formation technique, avec un BAC +2, et disposez de connaissances techniques qui vous permettent de communiquer avec les différents services de l'entreprise.
Idéalement, vous disposez d'une expérience professionnelle dans le même secteur d'activité.

Patience, rigueur et sens du détail font parti de vos traits de personnalité !  

Ce poste vous intéresse ? Contactez notre agence pour plus d'informations !",CDI,"{'libelle': '85 - LUCON', 'latitude': 46.4599, 'longitude': -1.164186, 'codePostal': '85400', 'commune': '85128'}","{'nom': 'MANPOWER', 'description': ""Notre agence Manpower de Luçon reste à votre disposition pour votre recherche d'emploi. Contactez nous : 0251291200"", 'url': 'https://www.manpower.fr/nos-agences/lucon.html', 'entrepriseAdaptee': False}",Technicien
91,2023-04-26T10:05:11.000Z,2023-05-02T16:15:56.000Z,Automaticien  (H/F),"Au sein d'un atelier, vous serez en charge de :

    Analyser et interpréter la demande des clients
    Concevoir et réaliser des plans
    Réaliser la programmation robotique et les notices d'exploitation
    Installer, régler et améliorer les machine
    Effectuer l'entretien et le contrôle de la machine
    Effectuer des travaux de dépannages

Profil recherché :

    connaissances en électrotechnique
    Schneider TIA
    Siemens UNITY Pro

Compétences attendues :

    Rigueur et précision dans le travail
    Esprit d'équipe
    Autonomie et Polyvalence",MIS,"{'libelle': '37 - ST ETIENNE DE CHIGNY', 'latitude': 47.388595, 'longitude': 0.501896, 'codePostal': '37230', 'commune': '37217'}","{'nom': 'NEW JOB', 'description': 'NEWJOB Intérim & Recrutement est spécialisé dans tous les types de recrutements intérim, CDD et CDI, dans les domaines de l industrie, du transport, de la logistique, du tertiaire et du BTP', 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/xj2V5CkXfvGMnrUvvDZ46MqJKLlC1Eqn.png', 'url': 'http://www.newjobinterim.fr/', 'entrepriseAdaptee': False}",Technicien
92,2023-04-25T15:22:37.000Z,2023-05-02T00:25:09.000Z,Automaticien / Automaticienne d'études et conception (H/F),"Vous êtes passionné(e) d'automatisme, vous souhaitez travailler sur des projets techniques aboutis et diversifiés en France et à l'international au sein d'une entreprise positionnée sur des marchés de pointe ? Vous voulez participer aux défis de fabrication de machines spéciales dans des environnements spécifiques ?
Nous vous offrons l'opportunité de rejoindre un Groupe industriel spécialisé dans la fabrication de systèmes de levage et de manutention complexes installés en environnements nucléaire, par le biais d'une formation d'automaticien en alternance sur 12 mois (CQPM Concepteur de systèmes automatisés et interfaces associés - niveau 6).

Rattaché(e) au responsable du bureau d'études, vous êtes en charge de l'étude du projet (conception/codage), des tests et de la mise en service de la machine sur site (Vous gérez votre dossier dans son intégralité). Vous travaillez sur un plateau technique, en collaboration avec 20 personnes expertes dans leur métier afin d'enrichir vos compétences et renforcer l'esprit d'équipe.

Descriptif de vos missions : 
- Définir l'architecture de la solution « automatisme » : matériels, logiciels, équipements d'interface (capteurs, etc.)
- Analyser le besoin Client et définir les fonctions à réaliser, en association avec les autres corps de métier (électricien, mécanicien) et le client, avec comme base l'analyse fonctionnelle et l'élimination des risques propres à l'automatisme
 - Réaliser et valider le programme : structurer le programme, effectuer la programmation détaillée et le valider par des essais en plate-forme
 - Mettre en service l'automatisme (implantation, essais site) et effectuer la programmation détaillée et le valider par des essais en plate-forme
 - Documenter les programmes et le cas échéant la notice d'utilisation
- Suivre les évolutions technologiques pour pouvoir proposer au client les solutions les plus adaptées

Profil : 
Vous êtes issu d'une formation BAC + 2 en automatisme ou possédez une expérience réussie dans le domaine. Vous avez un fort esprit d'équipe, êtes autonome et êtes en capacité de travailler en mode projet. Vous souhaitez vous investir sur le long terme auprès d'une société en pleine croissance !  Rejoignez-nous !",CDD,"{'libelle': '69 - ST CYR AU MONT D OR', 'latitude': 45.817764, 'longitude': 4.822672, 'codePostal': '69450', 'commune': '69191'}","{'nom': 'AFPI LYON', 'url': 'http://www.iri-lyon.com/', 'entrepriseAdaptee': False}",Employé qualifié
93,2023-04-25T12:28:07.000Z,2023-04-25T13:52:40.000Z,Automaticien (H/F),"Le client

Le cabinet de recrutement Manpower est actuellement à la recherche d'un(e) Automaticien(ne) H/F pour l'un de ses clients.

La société est spécialisée dans l'étude, la conception et la fabrication de machines industrielles.
Elle propose un  conseil individuel à ses clients et des solutions sur mesure, en France et à l'étranger.

Poste en CDI.

Située à Chauffailles (71), à 35 min du Roannais (42) et 30 min du Beaujolais (69)

 
Les missions
 
En résumé : Vous concevez les systèmes de pilotage automatisé en accord avec les autres services de l'entreprise, en particulier le BE Mécanique, le BE Electrique, le Service Technique (R&D) et le Service Informatique. Vous êtes ensuite responsable de développer, tester, démarrer sur site, les différentes machines fabriquées par l'entreprise. Vous êtes force de proposition pour améliorer la qualité, la fiabilité, les coûts, et la rapidité de développement et mise en œuvre.

Vos missions : 

- Définir l'architecture et concevoir les systèmes de pilotage de machines automatisées complexes. En établir le cahier des charges et l'analyse fonctionnelle en tenant compte des besoins exprimés par le service commercial et les clients.
- Comprendre, assimiler et s'inspirer des programmes développés sur les machines existantes.
- Développer, programmer et tester les systèmes de pilotage de machines en atelier. Assurer la programmation d'automates industriels et variateurs ou superviser la réalisation des schémas électriques d'une installation complète.
- Créer et/ou actualiser la documentation des systèmes développés et leur traçabilité.
- Effectuer et/ou coordonner la mise en route et mise au point des systèmes ainsi que la formation des opérateurs sur sites clients.
- Offrir un soutien technique (conseil, formation, ...) aux équipes internes, clients et SAV.
- Faire de la veille technologique auprès des fournisseurs d'équipements, proposer de nouvelles solutions et en assurer le développement.


Le profil

Intéressé(e) ? Génial ! Et si on parlait de vous maintenant ? 

Vous avez une formation type Bac +2/3 en automatisme ?
Vous justifiez d'une première expérience similaire en qualité d'Automaticien sur machines spéciales .
Vous maîtrisez les logiciels classiques de bureautique (Word, Excel), ainsi qu'une bonne capacité d'apprentissage pour de nouveaux logiciels ?
Vous avez une expérience en CodeSys 2 ou 3 ?
Vous êtes ouvert curieux et avez le goût pour les machines industrielles ?

Si ce poste vous intéresse, n'hésitez pas postuler et nous échangerons rapidement.

Travailler au vert vous intéresse, bienvenu(e), si la distance vous pose un peu de problème, notre client est prêt à réfléchir à une organisation avec une partie en Télétravail  (qui restera à moins de 50 %)!

Liliane",CDI,"{'libelle': '71 - CHAUFFAILLES', 'latitude': 46.204626, 'longitude': 4.340862, 'codePostal': '71170', 'commune': '71120'}","{'nom': 'MANPOWER FRANCE', 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/7uOo3Mb6vJOysUV4XeK2hv8q0V7TC31k.png', 'url': 'http://www.manpower.fr', 'entrepriseAdaptee': False}","Ouvrier qualifié (P1,P2)"
94,2023-04-25T02:34:57.000Z,2023-04-27T03:39:48.000Z,AUTOMATICIEN (H/F),"L'unité John Deere d'Orléans-Saran fait partie de la division Groupes moteurs John Deere. Construit en 1963, ce site de John Deere a d'abord servi à la fabrication de tracteurs, puis à la production de matériaux de construction avant de devenir, au milieu des années 1980, une unité de production de moteurs.

Votre agence Partnaire Industrie Orléans, recherche un automaticien de maintenance (H/F).
Vos missions principales seront:

L'automaticien de maintenance sera rattaché à la responsable au sein du département de la maintenance.
Missions principales :
- Vous participez à la mise au point, au développement, à la fiabilisation et au développement de la performance des
équipements en proposant des améliorations au programme de maintenance préventive et prédictive.
- Vous intervenez sur les équipements de production automatisés et contribuez à la maitrise de la disponibilité
opérationnelle des installations et des processus de fabrication.
- Vous disposez également de connaissances solides en électricité et automatisme (Gammes Siemens S7 et/ou TIA)
- Votre expertise technique sera mise à contribution pour effectuer des dépannages, des réglages et des réparations
complexes dont vous connaissez les technologies (graphcet, automate, commandes numériques, réseaux
industriels profibus/profinet...). De formation initiale en maintenance (CRSA, électrotechnique, MEI, MI, ...), vous disposez d'une expérience de 5 ans
minimum en maintenance dans un environnement industriel.
Vous souhaitez intégrer un poste évolutif qui vous permettra de développer vos connaissances et compétences au contact
d'une grande variété de technologies et d'équipements : machines d'usinage, machines d'assemblage, équipements de
peinture, bancs d'essai moteur...
Rigoureux et persévérant, vous avez le goût de la technique, une bonne capacité d'analyse et de diagnostic, vous aimez
chercher et trouver des solutions en autonomie.
Vous avez le sens du contact, l'esprit d'équipe et savez travailler avec d'autres techniciens de compétences
complémentaires.

Par le biais de sa politique de recrutement, notre entreprise cultive une politique en faveur de la diversité, de l'équité, de
l'inclusion et de l'emploi des travailleurs handicapés.
Poste pouvant être compatible avec des restrictions médicales et éligible au télétravail.

Mes avantages :

- Une mutuelle santé
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",MIS,"{'libelle': '45 - FLEURY LES AUBRAIS', 'latitude': 47.933797, 'longitude': 1.919794, 'codePostal': '45400', 'commune': '45147'}","{'nom': 'PARTNAIRE', 'entrepriseAdaptee': False}",Technicien
95,2023-04-24T21:00:58.000Z,2023-04-25T08:17:50.000Z,Ref CM IA   INGENIEUR AUTOMATICIEN (H/F),"Ref CM IA   INGENIEUR AUTOMATICIEN
 ETI de 2 500 personnes concevant et réalisant des systèmes industriels à forte technicité ainsi que des prestations de services et d'exploitation dans des domaines variés liés à l'environnement, l'énergie, l'industrie navale et spatiale et la défense et ce en France et à l'International.
Son unité dédiée à la conception et à la réalisation de systèmes mécaniques complexes pour la Défense , le nucléaire ou le Spatial recherche un Ingénieur automaticien.
Missions : 
Auprès du Responsable du Pôle Contrôle-Commandes, vous serez en charge de l'étude et de la mise en service de machine spéciales, ce qui intègre :
-	l'étude du cahier des charges  et la prise en compte des données normatives et règlementaires
-	la réalisation de l'architecture du système et l'établissement de la documentation
-	l'appui aux autres compétences impliquées dans le projet
-	le suivi technique de la construction, la mise au point des systèmes, les essais  la mise en service et la formation des clients
Profils :
      -     Bac +5 ingénieur éléctricien -automaticien   
-	Expérience minimum de 5 ans  en Bureau d'études - Mise en service de machines spéciales
-	Connaissance du secteur de la Défense ou du Nucléaire
-	 Pratique de la programmation sur Siemens ou Scheiner et les iHM associées
-	Programmation SCADA
-	Connaissance en IIOT est un plus
-	Habilitable Secret-Défense
-	Anglais  technique
-	Créatif
-	 Rigoureux 
-	 Réactif
-	 Communiquant
-	 Familier du travail en équipe
-	Disponible pour déplacements France et International",CDI,"{'libelle': '83 - TOULON', 'latitude': 43.136385, 'longitude': 5.933457, 'codePostal': '83000', 'commune': '83137'}","{'nom': 'CIMEM', 'description': 'Cabinet CIMEM\nRecrutement de Cadres expérimentés et de cadres Dirigeants', 'entrepriseAdaptee': False}",Cadre
